Ref_Date,GEO,VEHICLE,SALES,Vector,Coordinate,Value
2010,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1584499.0
2011,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1620577.0
2012,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1716803.0
2013,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1775861.0
2014,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1890387.0
2015,Canada,"Total, new motor vehicles",Units,v53846122,1.1.1,1938554.0
2010,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,52315609.0
2011,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,54125933.0
2012,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,56944638.0
2013,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,60862652.0
2014,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,66158618.0
2015,Canada,"Total, new motor vehicles","Dollars (x 1,000)",v53846123,1.1.2,69819540.0
2010,Canada,Passenger cars,Units,v53846124,1.2.1,710214.0
2011,Canada,Passenger cars,Units,v53846124,1.2.1,691079.0
2012,Canada,Passenger cars,Units,v53846124,1.2.1,759024.0
2013,Canada,Passenger cars,Units,v53846124,1.2.1,760924.0
2014,Canada,Passenger cars,Units,v53846124,1.2.1,760449.0
2015,Canada,Passenger cars,Units,v53846124,1.2.1,712322.0
2010,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,18982437.0
2011,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,18408412.0
2012,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,20305823.0
2013,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,20680836.0
2014,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,20960311.0
2015,Canada,Passenger cars,"Dollars (x 1,000)",v53846125,1.2.2,20298067.0
2010,Canada,Trucks,Units,v53846126,1.3.1,874285.0
2011,Canada,Trucks,Units,v53846126,1.3.1,929498.0
2012,Canada,Trucks,Units,v53846126,1.3.1,957779.0
2013,Canada,Trucks,Units,v53846126,1.3.1,1014937.0
2014,Canada,Trucks,Units,v53846126,1.3.1,1129938.0
2015,Canada,Trucks,Units,v53846126,1.3.1,1226232.0
2010,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,33333173.0
2011,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,35717521.0
2012,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,36638814.0
2013,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,40181817.0
2014,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,45198307.0
2015,Canada,Trucks,"Dollars (x 1,000)",v53846127,1.3.2,49521472.0
2010,Canada,Light trucks,Units,v53846128,1.4.1,847615.0
2011,Canada,Light trucks,Units,v53846128,1.4.1,894394.0
2012,Canada,Light trucks,Units,v53846128,1.4.1,917057.0
2013,Canada,Light trucks,Units,v53846128,1.4.1,979474.0
2014,Canada,Light trucks,Units,v53846128,1.4.1,1088401.0
2015,Canada,Light trucks,Units,v53846128,1.4.1,1185704.0
2010,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,29780756.0
2011,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,31655900.0
2012,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,32034451.0
2013,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,36207962.0
2014,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,40405917.0
2015,Canada,Light trucks,"Dollars (x 1,000)",v53846129,1.4.2,44957194.0
2010,Canada,Heavy trucks,Units,v53846130,1.5.1,23361.0
2011,Canada,Heavy trucks,Units,v53846130,1.5.1,32429.0
2012,Canada,Heavy trucks,Units,v53846130,1.5.1,37915.0
2013,Canada,Heavy trucks,Units,v53846130,1.5.1,32454.0
2014,Canada,Heavy trucks,Units,v53846130,1.5.1,37296.0
2015,Canada,Heavy trucks,Units,v53846130,1.5.1,37158.0
2010,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,2484812.0
2011,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,3422882.0
2012,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,4051643.0
2013,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,3435759.0
2014,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,4047369.0
2015,Canada,Heavy trucks,"Dollars (x 1,000)",v53846131,1.5.2,3957276.0
2010,Canada,Buses,Units,v53846132,1.6.1,3309.0
2011,Canada,Buses,Units,v53846132,1.6.1,2675.0
2012,Canada,Buses,Units,v53846132,1.6.1,2807.0
2013,Canada,Buses,Units,v53846132,1.6.1,3009.0
2014,Canada,Buses,Units,v53846132,1.6.1,4241.0
2015,Canada,Buses,Units,v53846132,1.6.1,3370.0
2010,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,1067605.0
2011,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,638739.0
2012,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,552721.0
2013,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,538096.0
2014,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,745021.0
2015,Canada,Buses,"Dollars (x 1,000)",v53846133,1.6.2,607002.0
2010,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,31669.0
2011,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,30816.0
2012,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,33606.0
2013,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,35440.0
2014,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,35440.0
2015,Newfoundland and Labrador,"Total, new motor vehicles",Units,v53846158,2.1.1,35017.0
2010,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,934773.0
2011,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,908993.0
2012,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,977009.0
2013,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,1082731.0
2014,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,1109178.0
2015,Newfoundland and Labrador,"Total, new motor vehicles","Dollars (x 1,000)",v53846159,2.1.2,1135328.0
2010,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,13947.0
2011,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,12385.0
2012,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,14054.0
2013,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,14429.0
2014,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,13308.0
2015,Newfoundland and Labrador,Passenger cars,Units,v53846160,2.2.1,11520.0
2010,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,308842.0
2011,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,281539.0
2012,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,321522.0
2013,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,336104.0
2014,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,316726.0
2015,Newfoundland and Labrador,Passenger cars,"Dollars (x 1,000)",v53846161,2.2.2,280129.0
2010,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,17722.0
2011,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,18431.0
2012,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,19552.0
2013,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,21011.0
2014,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,22132.0
2015,Newfoundland and Labrador,Trucks,Units,v53846162,2.3.1,23497.0
2010,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,625930.0
2011,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,627454.0
2012,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,655486.0
2013,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,746627.0
2014,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,792452.0
2015,Newfoundland and Labrador,Trucks,"Dollars (x 1,000)",v53846163,2.3.2,855199.0
2010,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,17534.0
2011,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,18209.0
2012,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,x
2013,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,x
2014,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,21891.0
2015,Newfoundland and Labrador,Light trucks,Units,v53846164,2.4.1,23327.0
2010,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,603869.0
2011,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,603373.0
2012,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,x
2013,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,x
2014,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,769001.0
2015,Newfoundland and Labrador,Light trucks,"Dollars (x 1,000)",v53846165,2.4.2,836800.0
2010,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,188.0
2011,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,222.0
2012,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,227.0
2013,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,205.0
2014,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,x
2015,Newfoundland and Labrador,Heavy trucks,Units,v53846166,2.5.1,x
2010,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,22061.0
2011,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,24081.0
2012,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,23244.0
2013,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,21213.0
2014,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,x
2015,Newfoundland and Labrador,Heavy trucks,"Dollars (x 1,000)",v53846167,2.5.2,x
2011,Newfoundland and Labrador,Buses,Units,v66462665,2.6.1,..
2012,Newfoundland and Labrador,Buses,Units,v66462665,2.6.1,x
2013,Newfoundland and Labrador,Buses,Units,v66462665,2.6.1,x
2014,Newfoundland and Labrador,Buses,Units,v66462665,2.6.1,x
2015,Newfoundland and Labrador,Buses,Units,v66462665,2.6.1,x
2011,Newfoundland and Labrador,Buses,"Dollars (x 1,000)",v66462666,2.6.2,..
2012,Newfoundland and Labrador,Buses,"Dollars (x 1,000)",v66462666,2.6.2,x
2013,Newfoundland and Labrador,Buses,"Dollars (x 1,000)",v66462666,2.6.2,x
2014,Newfoundland and Labrador,Buses,"Dollars (x 1,000)",v66462666,2.6.2,x
2015,Newfoundland and Labrador,Buses,"Dollars (x 1,000)",v66462666,2.6.2,x
2010,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,5783.0
2011,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,5795.0
2012,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,6600.0
2013,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,7337.0
2014,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,7555.0
2015,Prince Edward Island,"Total, new motor vehicles",Units,v53846168,3.1.1,7976.0
2010,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,163579.0
2011,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,162404.0
2012,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,178346.0
2013,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,206535.0
2014,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,218150.0
2015,Prince Edward Island,"Total, new motor vehicles","Dollars (x 1,000)",v53846169,3.1.2,243015.0
2010,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,2854.0
2011,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,2771.0
2012,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,3399.0
2013,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,3989.0
2014,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,3820.0
2015,Prince Edward Island,Passenger cars,Units,v53846170,3.2.1,3432.0
2010,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,63893.0
2011,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,61379.0
2012,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,76601.0
2013,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,92166.0
2014,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,90748.0
2015,Prince Edward Island,Passenger cars,"Dollars (x 1,000)",v53846171,3.2.2,82526.0
2010,Prince Edward Island,Trucks,Units,v53846172,3.3.1,2929.0
2011,Prince Edward Island,Trucks,Units,v53846172,3.3.1,3024.0
2012,Prince Edward Island,Trucks,Units,v53846172,3.3.1,3201.0
2013,Prince Edward Island,Trucks,Units,v53846172,3.3.1,3348.0
2014,Prince Edward Island,Trucks,Units,v53846172,3.3.1,3735.0
2015,Prince Edward Island,Trucks,Units,v53846172,3.3.1,4544.0
2010,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,99686.0
2011,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,101026.0
2012,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,101745.0
2013,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,114369.0
2014,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,127402.0
2015,Prince Edward Island,Trucks,"Dollars (x 1,000)",v53846173,3.3.2,160488.0
2010,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,2901.0
2011,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,2982.0
2012,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,x
2013,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,x
2014,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,3702.0
2015,Prince Edward Island,Light trucks,Units,v53846174,3.4.1,4446.0
2010,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,91671.0
2011,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,94077.0
2012,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,x
2013,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,x
2014,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,124275.0
2015,Prince Edward Island,Light trucks,"Dollars (x 1,000)",v53846175,3.4.2,152732.0
2010,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2011,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2012,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2013,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2014,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2015,Prince Edward Island,Heavy trucks,Units,v53846176,3.5.1,x
2010,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2011,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2012,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2013,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2014,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2015,Prince Edward Island,Heavy trucks,"Dollars (x 1,000)",v53846177,3.5.2,x
2010,Prince Edward Island,Buses,Units,v53846178,3.6.1,x
2011,Prince Edward Island,Buses,Units,v53846178,3.6.1,x
2012,Prince Edward Island,Buses,Units,v53846178,3.6.1,..
2013,Prince Edward Island,Buses,Units,v53846178,3.6.1,..
2014,Prince Edward Island,Buses,Units,v53846178,3.6.1,x
2015,Prince Edward Island,Buses,Units,v53846178,3.6.1,x
2010,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,x
2011,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,x
2012,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,..
2013,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,..
2014,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,x
2015,Prince Edward Island,Buses,"Dollars (x 1,000)",v53846179,3.6.2,x
2010,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,47643.0
2011,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,45897.0
2012,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,48703.0
2013,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,52544.0
2014,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,53886.0
2015,Nova Scotia,"Total, new motor vehicles",Units,v53846180,4.1.1,55055.0
2010,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1428618.0
2011,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1341542.0
2012,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1421645.0
2013,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1581851.0
2014,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1649886.0
2015,Nova Scotia,"Total, new motor vehicles","Dollars (x 1,000)",v53846181,4.1.2,1762683.0
2010,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,24256.0
2011,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,23342.0
2012,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,25777.0
2013,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,27389.0
2014,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,26480.0
2015,Nova Scotia,Passenger cars,Units,v53846182,4.2.1,23277.0
2010,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,576166.0
2011,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,556354.0
2012,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,623714.0
2013,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,662419.0
2014,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,652746.0
2015,Nova Scotia,Passenger cars,"Dollars (x 1,000)",v53846183,4.2.2,585798.0
2010,Nova Scotia,Trucks,Units,v53846184,4.3.1,23387.0
2011,Nova Scotia,Trucks,Units,v53846184,4.3.1,22555.0
2012,Nova Scotia,Trucks,Units,v53846184,4.3.1,22926.0
2013,Nova Scotia,Trucks,Units,v53846184,4.3.1,25155.0
2014,Nova Scotia,Trucks,Units,v53846184,4.3.1,27406.0
2015,Nova Scotia,Trucks,Units,v53846184,4.3.1,31778.0
2010,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,852452.0
2011,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,785188.0
2012,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,797931.0
2013,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,919432.0
2014,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,997140.0
2015,Nova Scotia,Trucks,"Dollars (x 1,000)",v53846185,4.3.2,1176885.0
2010,Nova Scotia,Light trucks,Units,v53846186,4.4.1,22562.0
2011,Nova Scotia,Light trucks,Units,v53846186,4.4.1,21971.0
2012,Nova Scotia,Light trucks,Units,v53846186,4.4.1,22246.0
2013,Nova Scotia,Light trucks,Units,v53846186,4.4.1,24379.0
2014,Nova Scotia,Light trucks,Units,v53846186,4.4.1,26780.0
2015,Nova Scotia,Light trucks,Units,v53846186,4.4.1,31043.0
2010,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,756966.0
2011,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,719237.0
2012,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,712217.0
2013,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,836143.0
2014,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,933468.0
2015,Nova Scotia,Light trucks,"Dollars (x 1,000)",v53846187,4.4.2,1102066.0
2010,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,x
2011,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,570.0
2012,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,x
2013,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,x
2014,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,x
2015,Nova Scotia,Heavy trucks,Units,v53846188,4.5.1,x
2010,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,x
2011,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,59738.0
2012,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,x
2013,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,x
2014,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,x
2015,Nova Scotia,Heavy trucks,"Dollars (x 1,000)",v53846189,4.5.2,x
2010,Nova Scotia,Buses,Units,v53846190,4.6.1,x
2011,Nova Scotia,Buses,Units,v53846190,4.6.1,14.0
2012,Nova Scotia,Buses,Units,v53846190,4.6.1,x
2013,Nova Scotia,Buses,Units,v53846190,4.6.1,x
2014,Nova Scotia,Buses,Units,v53846190,4.6.1,x
2015,Nova Scotia,Buses,Units,v53846190,4.6.1,x
2010,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,x
2011,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,6214.0
2012,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,x
2013,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,x
2014,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,x
2015,Nova Scotia,Buses,"Dollars (x 1,000)",v53846191,4.6.2,x
2010,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,38777.0
2011,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,39503.0
2012,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,39895.0
2013,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,41512.0
2014,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,42656.0
2015,New Brunswick,"Total, new motor vehicles",Units,v53846192,5.1.1,44727.0
2010,New Brunswick,"Total, new motor vehicles","Dollars (x 1,000)",v53846193,5.1.2,1207724.0
