Ref_Date,GEO,LIV,Vector,Coordinate,Value
2011/12,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1380.2
2012/06,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1367.2
2012/12,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1368.0
2013/06,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1374.4
2013/12,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1399.9
2014/06,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1425.9
2014/12,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1439.9
2015/06,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1437.0
2015/12,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1443.2
2016/06,Quebec,"Under 23 kilograms (x 1,000)",v65654727,6.6,1468.2
2007/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,376.8
2008/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,392.9
2008/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,392.9
2009/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,392.9
2009/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,418.9
2010/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,403.7
2010/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,412.8
2011/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,408.2
2011/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,419.9
2012/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,421.5
2012/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,424.7
2013/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,419.8
2013/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,441.2
2014/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,446.3
2014/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,459.2
2015/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,464.8
2015/12,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,459.5
2016/06,Quebec,"Under 7 kilograms (x 1,000)",v65654728,6.7,471.6
2007/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,977.3
2008/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,1017.5
2008/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,939.6
2009/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,925.7
2009/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,910.1
2010/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,908.9
2010/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,934.6
2011/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,966.7
2011/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,960.3
2012/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,945.7
2012/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,943.3
2013/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,954.6
2013/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,958.7
2014/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,979.6
2014/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,980.7
2015/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,972.2
2015/12,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,983.7
2016/06,Quebec,"7 to 22 kilograms (x 1,000)",v65654729,6.8,996.6
2007/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,983.5
2008/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,977.5
2008/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,975.3
2009/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,973.9
2009/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,961.9
2010/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,942.0
2010/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,895.1
2011/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,857.9
2011/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,867.4
2012/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,862.8
2012/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,851.8
2013/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,863.9
2013/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,866.2
2014/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,859.4
2014/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,864.1
2015/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,872.6
2015/12,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,873.3
2016/06,Quebec,"23 to 53 kilograms (x 1,000)",v65654804,6.9,849.9
2007/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,630.1
2008/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,627.2
2008/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,616.0
2009/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,600.0
2009/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,628.6
2010/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,637.5
2010/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,680.9
2011/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,700.3
2011/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,714.6
2012/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,713.7
2012/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,692.6
2013/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,711.0
2013/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,734.5
2014/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,750.9
2014/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,751.6
2015/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,741.9
2015/12,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,752.3
2016/06,Quebec,"54 to 80 kilograms (x 1,000)",v65654805,6.10,777.0
2007/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,731.5
2008/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,777.9
2008/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,787.9
2009/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,763.8
2009/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,806.3
2010/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,869.9
2010/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,846.8
2011/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,860.7
2011/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,836.5
2012/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,867.7
2012/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,855.7
2013/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,868.9
2013/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,847.9
2014/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,851.9
2014/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,866.3
2015/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,860.0
2015/12,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,866.9
2016/06,Quebec,"Over 81 kilograms (x 1,000)",v65654806,6.11,893.1
2007/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3753.2
2008/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3348.8
2008/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3239.2
2009/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3223.6
2009/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3044.7
2010/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,2994.6
2010/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3043.0
2011/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3033.1
2011/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3031.9
2012/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3038.9
2012/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3033.7
2013/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3045.0
2013/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3037.6
2014/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3022.6
2014/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3065.5
2015/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3102.9
2015/12,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3115.7
2016/06,Ontario,"Hogs, total (x 1,000)",v65654730,7.1,3197.7
2007/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,386.0
2008/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,351.3
2008/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,334.5
2009/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,327.6
2009/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,313.8
2010/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,302.6
2010/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,305.6
2011/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,302.0
2011/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,308.0
2012/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,310.6
2012/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,309.7
2013/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,310.3
2013/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,308.1
2014/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,308.2
2014/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,308.0
2015/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,314.4
2015/12,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,313.1
2016/06,Ontario,"Breeding stock, 6 months and over (x 1,000)",v65654731,7.2,317.5
2007/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,8.4
2008/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,7.5
2008/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,7.1
2009/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,7.3
2009/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,7.0
2010/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,6.5
2010/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,6.1
2011/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2011/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2012/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2012/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.6
2013/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2013/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2014/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2014/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2015/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.6
2015/12,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.5
2016/06,Ontario,"Boars, 6 months and over (x 1,000)",v65654732,7.3,5.6
2007/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,377.6
2008/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,343.8
2008/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,327.4
2009/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,320.3
2009/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,306.8
2010/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,296.1
2010/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,299.5
2011/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,296.5
2011/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,302.5
2012/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,305.1
2012/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,304.1
2013/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,304.8
2013/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,302.6
2014/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,302.7
2014/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,302.5
2015/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,308.8
2015/12,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,307.6
2016/06,Ontario,"Sows and gilts, 6 months and over (x 1,000)",v65654733,7.4,311.9
2007/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,3367.2
2008/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2997.5
2008/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2904.7
2009/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2896.0
2009/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2730.9
2010/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2692.0
2010/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2737.4
2011/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2731.1
2011/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2723.9
2012/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2728.3
2012/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2724.0
2013/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2734.7
2013/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2729.5
2014/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2714.4
2014/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2757.5
2015/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2788.5
2015/12,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2802.6
2016/06,Ontario,"All other hogs (x 1,000)",v65654734,7.5,2880.2
2007/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1344.3
2008/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1189.2
2008/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1176.3
2009/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1191.7
2009/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1125.5
2010/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1097.7
2010/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1162.2
2011/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1191.5
2011/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1186.9
2012/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1178.1
2012/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1191.1
2013/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1182.9
2013/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1198.6
2014/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1155.1
2014/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1155.0
2015/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1165.0
2015/12,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1165.8
2016/06,Ontario,"Under 23 kilograms (x 1,000)",v65654735,7.6,1230.2
2007/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,436.8
2008/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,412.8
2008/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,477.7
2009/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,435.3
2009/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,388.9
2010/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,400.5
2010/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,401.2
2011/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,403.8
2011/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,402.2
2012/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,412.1
2012/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,412.5
2013/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,418.9
2013/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,415.4
2014/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,395.1
2014/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,375.7
2015/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,397.9
2015/12,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,373.8
2016/06,Ontario,"Under 7 kilograms (x 1,000)",v65654736,7.7,396.1
2007/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,907.5
2008/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,776.4
2008/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,698.6
2009/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,756.4
2009/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,736.6
2010/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,697.2
2010/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,761.0
2011/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,787.7
2011/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,784.7
2012/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,766.0
2012/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,778.6
2013/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,764.0
2013/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,783.2
2014/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,760.0
2014/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,779.3
2015/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,767.1
2015/12,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,792.0
2016/06,Ontario,"7 to 22 kilograms (x 1,000)",v65654737,7.8,834.1
2007/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,900.2
2008/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,770.1
2008/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,792.8
2009/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,722.9
2009/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,731.6
2010/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,704.4
2010/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,672.9
2011/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,628.6
2011/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,616.0
2012/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,631.6
2012/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,588.3
2013/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,582.2
2013/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,561.0
2014/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,581.5
2014/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,579.8
2015/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,581.3
2015/12,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,597.0
2016/06,Ontario,"23 to 53 kilograms (x 1,000)",v65654807,7.9,588.4
2007/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,547.5
2008/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,495.8
2008/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,465.0
2009/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,478.6
2009/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,438.3
2010/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,445.2
2010/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,454.8
2011/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,479.5
2011/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,482.3
2012/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,485.4
2012/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,468.1
2013/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,479.7
2013/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,472.7
2014/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,468.1
2014/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,481.8
2015/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,485.6
2015/12,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,491.5
2016/06,Ontario,"54 to 80 kilograms (x 1,000)",v65654808,7.10,501.2
2007/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,575.2
2008/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,542.4
2008/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,470.6
2009/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,502.8
2009/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,435.5
2010/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,444.7
2010/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,447.5
2011/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,431.5
2011/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,438.7
2012/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,433.2
2012/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,476.5
2013/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,489.9
2013/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,497.2
2014/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,509.7
2014/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,540.9
2015/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,556.6
2015/12,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,548.3
2016/06,Ontario,"Over 81 kilograms (x 1,000)",v65654809,7.11,560.4
2007/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5989.0
2008/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5618.0
2008/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5224.0
2009/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5206.0
2009/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5215.0
2010/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5299.0
2010/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5334.0
2011/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5373.0
2011/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5341.0
2012/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5344.0
2012/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5363.0
2013/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5457.0
2013/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5608.0
2014/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5654.0
2014/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5724.0
2015/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5747.0
2015/12,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5751.0
2016/06,Western provinces,"Hogs, total (x 1,000)",v65654778,13.1,5826.0
2007/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,682.2
2008/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,651.7
2008/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,621.0
2009/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,597.1
2009/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,571.9
2010/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,567.2
2010/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,556.2
2011/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,554.1
2011/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,561.7
2012/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,559.5
2012/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,559.6
2013/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,561.0
2013/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,561.5
2014/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,571.1
2014/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,570.2
2015/06,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,578.1
2015/12,Western provinces,"Breeding stock, 6 months and over (x 1,000)",v65654779,13.2,583.5
