Ref_Date,GEO,LIV,Vector,Coordinate,Value
2012/06,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,10.9
2012/12,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,11.2
2013/06,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,10.8
2013/12,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,10.9
2014/06,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,9.8
2014/12,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,11.2
2015/06,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,12.4
2015/12,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,12.3
2016/06,New Brunswick,"Under 7 kilograms (x 1,000)",v65654720,5.7,12.1
2007/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,22.9
2008/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,26.7
2008/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,22.5
2009/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,26.1
2009/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,17.0
2010/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,18.6
2010/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,21.5
2011/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,14.2
2011/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,12.7
2012/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,13.2
2012/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,14.0
2013/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,13.5
2013/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,14.2
2014/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,11.6
2014/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,10.2
2015/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,11.2
2015/12,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,11.1
2016/06,New Brunswick,"7 to 22 kilograms (x 1,000)",v65654721,5.8,11.5
2007/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,17.9
2008/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,12.8
2008/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,10.1
2009/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,10.0
2009/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,9.4
2010/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,8.1
2010/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,6.5
2011/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,3.8
2011/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,4.2
2012/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,4.5
2012/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,4.8
2013/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,5.9
2013/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,5.7
2014/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,5.5
2014/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,5.2
2015/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,4.8
2015/12,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,5.1
2016/06,New Brunswick,"23 to 53 kilograms (x 1,000)",v65654801,5.9,4.6
2007/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,9.6
2008/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,7.0
2008/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,6.2
2009/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.2
2009/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,4.8
2010/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,4.3
2010/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,4.4
2011/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,1.8
2011/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,3.8
2012/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,4.8
2012/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.3
2013/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.0
2013/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.9
2014/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.3
2014/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.2
2015/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.5
2015/12,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,5.1
2016/06,New Brunswick,"54 to 80 kilograms (x 1,000)",v65654802,5.10,4.7
2007/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,12.3
2008/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,10.0
2008/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,10.4
2009/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,9.2
2009/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,9.5
2010/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,9.7
2010/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,6.7
2011/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,6.4
2011/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,8.0
2012/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,8.2
2012/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.7
2013/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.3
2013/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,8.6
2014/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.8
2014/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.5
2015/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.3
2015/12,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.3
2016/06,New Brunswick,"Over 81 kilograms (x 1,000)",v65654803,5.11,7.0
2007/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4080.0
2008/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4165.0
2008/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4075.0
2009/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4015.0
2009/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4075.0
2010/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4100.0
2010/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4105.0
2011/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4120.0
2011/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4125.0
2012/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4135.0
2012/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4090.0
2013/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4140.0
2013/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4170.0
2014/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4210.0
2014/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4245.0
2015/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4235.0
2015/12,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4260.0
2016/06,Quebec,"Hogs, total (x 1,000)",v65654722,6.1,4315.0
2007/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,380.8
2008/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,372.0
2008/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,363.3
2009/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,358.7
2009/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,349.2
2010/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,338.0
2010/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,334.8
2011/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,326.2
2011/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,326.3
2012/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,323.6
2012/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,321.9
2013/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,321.8
2013/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,321.5
2014/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,321.9
2014/12,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,323.1
2015/06,Quebec,"Breeding stock, 6 months and over (x 1,000)",v65654723,6.2,323.5
