Ref_Date,GEO,INDUSTRY,SUMMARY,Vector,Coordinate,Value
2012,Nunavut,Full-service restaurants,Operating profit margin (percent),v99848770,14.2.4,6.8
2013,Nunavut,Full-service restaurants,Operating profit margin (percent),v99848770,14.2.4,8.7
2014,Nunavut,Full-service restaurants,Operating profit margin (percent),v99848770,14.2.4,8.8
2012,Nunavut,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848771,14.3.1,x
2013,Nunavut,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848771,14.3.1,x
2014,Nunavut,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848771,14.3.1,0.6
2012,Nunavut,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848772,14.3.2,x
2013,Nunavut,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848772,14.3.2,x
2014,Nunavut,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848772,14.3.2,0.5
2012,Nunavut,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848773,14.3.3,x
2013,Nunavut,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848773,14.3.3,x
2014,Nunavut,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848773,14.3.3,0.1
2012,Nunavut,Limited-service eating places,Operating profit margin (percent),v99848774,14.3.4,x
2013,Nunavut,Limited-service eating places,Operating profit margin (percent),v99848774,14.3.4,x
2014,Nunavut,Limited-service eating places,Operating profit margin (percent),v99848774,14.3.4,16.7
2012,Nunavut,Special food services,"Operating revenue (x 1,000,000)",v99848775,14.4.1,x
2013,Nunavut,Special food services,"Operating revenue (x 1,000,000)",v99848775,14.4.1,x
2014,Nunavut,Special food services,"Operating revenue (x 1,000,000)",v99848775,14.4.1,4.5
2012,Nunavut,Special food services,"Operating expenses (x 1,000,000)",v99848776,14.4.2,x
2013,Nunavut,Special food services,"Operating expenses (x 1,000,000)",v99848776,14.4.2,x
2014,Nunavut,Special food services,"Operating expenses (x 1,000,000)",v99848776,14.4.2,4.4
2012,Nunavut,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848777,14.4.3,x
2013,Nunavut,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848777,14.4.3,x
2014,Nunavut,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848777,14.4.3,2.0
2012,Nunavut,Special food services,Operating profit margin (percent),v99848778,14.4.4,x
2013,Nunavut,Special food services,Operating profit margin (percent),v99848778,14.4.4,x
2014,Nunavut,Special food services,Operating profit margin (percent),v99848778,14.4.4,1.8
2012,Nunavut,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848779,14.5.1,..
2013,Nunavut,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848779,14.5.1,..
2014,Nunavut,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848779,14.5.1,..
2012,Nunavut,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848780,14.5.2,..
2013,Nunavut,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848780,14.5.2,..
2014,Nunavut,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848780,14.5.2,..
2012,Nunavut,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848781,14.5.3,..
2013,Nunavut,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848781,14.5.3,..
2014,Nunavut,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848781,14.5.3,..
2012,Nunavut,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848782,14.5.4,..
2013,Nunavut,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848782,14.5.4,..
2014,Nunavut,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848782,14.5.4,..
